,car_model,car_brand,car_doors,car_year,car_odo,car_price
9329,Malibu,Chevrolet,4 door,2013,126721,18500
9330,Sorento,Kia,5+ doors,2014,184820,32000
9331,GL-Class,Mercedes-Benz,5+ doors,2015,92635,118200
9332,Wrangler,Jeep,3 door,2021,25000,148000
9333,Ram,Dodge,4 door,2022,13250,200000
9334,F-Series Pickup,Ford,4 door,2018,99644,140000
9335,QX50,Infiniti,5+ doors,2017,158530,67000
9336,X1,BMW,5+ doors,2019,43384,119900
9337,Cooper,MINI,3 door,2020,38586,135000
9338,Outlander,Mitsubishi,5+ doors,2020,12094,77500
9339,Prado,Toyota,5+ doors,2015,107173,88000
9340,Supra,Toyota,2 door,2021,7653,185000
9341,GL-Class,Mercedes-Benz,5+ doors,2009,97855,40000
9342,Cayenne,Porsche,5+ doors,2016,102654,168000
9343,Durango,Dodge,5+ doors,2014,151985,42500
9344,G-Class,Mercedes-Benz,5+ doors,2021,26049,940000
9345,NX 200t,Lexus,5+ doors,2017,71860,120000
9346,Yukon,GMC,5+ doors,2010,141404,33000
9347,Model 3,Tesla,4 door,2020,49830,225000
9348,S8,Audi,4 door,2014,128834,110000
9349,X1,BMW,5+ doors,2019,17999,135000
9350,Yukon,GMC,5+ doors,2010,141404,33000
9351,Model 3,Tesla,4 door,2020,49830,225000
9352,S8,Audi,4 door,2014,128834,110000
9353,X1,BMW,5+ doors,2019,17999,135000
9354,TT,Audi,2 door,2016,142705,88000
9355,Flex,Ford,5+ doors,2014,238075,25000
9356,Edge,Ford,5+ doors,2014,182685,35000
9357,Escalade,Cadillac,5+ doors,2016,95021,165000
9358,LR2,Land Rover,5+ doors,2010,149323,22000
9359,Grand Cherokee,Jeep,5+ doors,2015,117238,75000
9360,Edge,Ford,5+ doors,2013,197763,25000
9361,370z,Nissan,2 door,2016,95326,70000
9362,X6,BMW,5+ doors,2018,89162,186000
9363,MKX,Lincoln,5+ doors,2015,112259,54000
9364,5-Series,BMW,4 door,2011,166863,37500
9365,Prado,Toyota,5+ doors,2011,226720,65000
9366,Q5,Audi,5+ doors,2013,201199,37000
9367,Charger,Dodge,4 door,2019,86523,115000
9368,Prado,Toyota,5+ doors,2015,114798,95000
9369,Tiida,Nissan,5+ doors,2011,155715,16500
9370,X5,BMW,5+ doors,2016,135095,110000
9371,Q7,Audi,5+ doors,2010,150350,31000
9372,Pajero,Mitsubishi,5+ doors,2015,181254,41000
9373,S3/RS3,Audi,4 door,2017,123670,149000
9374,A5,Audi,4 door,2014,138727,49999
9375,6,Mazda,4 door,2015,156867,39500
9376,Hiace,Toyota,5+ doors,2018,171222,76500
9377,Wrangler Unlimited,Jeep,4 door,2019,61527,139500
9378,6,Mazda,4 door,2019,63650,69000
9379,Navara,Nissan,4 door,2020,80000,65000
9380,Duster,Renault,4 door,2020,113676,38500
9381,Sentra,Nissan,4 door,2020,88573,47500
9382,Panamera,Porsche,4 door,2013,119000,99000
9383,Santa Fe,Hyundai,4 door,2012,180000,28000
9384,Hilux,Toyota,4 door,2018,200000,69000
9385,Land Cruiser,Toyota,4 door,2012,159000,89000
9386,Maxima,Nissan,4 door,2018,89000,55000
9387,LX-Series,Lexus,4 door,2012,155000,119000
9388,Land Cruiser,Toyota,4 door,2011,162000,95000
9389,Kizashi,Suzuki,4 door,2014,175000,17500
9390,Ghost,Rolls Royce,5+ doors,2010,127000,315000
9391,S-Class,Mercedes-Benz,4 door,2007,90000,38000
9392,Macan,Porsche,5+ doors,2019,46570,224000
9393,A5,Audi,4 door,2018,163000,115000
9394,BJ40L,BAIC,4 door,2022,18000,122000
9395,Model X,Tesla,5+ doors,2016,84000,225000
9396,A-Class,Mercedes-Benz,4 door,2016,114000,82000
9397,Optima,Kia,4 door,2015,183000,34000
9398,Sonata,Hyundai,4 door,2013,85581,22000
9399,Patrol,Nissan,4 door,2019,119000,155000
9400,Q7,Audi,5+ doors,2015,28000,115000
9401,X5,BMW,5+ doors,2014,70000,115000
9402,Countryman,MINI,5+ doors,2017,88000,107000
9403,Optima,Kia,4 door,2018,43000,38500
9404,5-Series,BMW,4 door,2016,59600,80000
9405,LR4,Land Rover,4 door,2016,108000,112000
9406,Charger,Dodge,4 door,2020,19993,122000
9407,Maxima,Nissan,4 door,2013,262000,19000
9408,Taycan,Porsche,4 door,2022,2500,650000
9409,G-Class,Mercedes-Benz,4 door,2006,176000,100000
9410,A5,Audi,4 door,2015,139000,57000
9411,Aventador,Lamborghini,2 door,2015,41000,780000
9412,Patrol,Nissan,4 door,2015,169000,87000
9413,Rio,Kia,5+ doors,2014,137000,31500
9414,Accord,Honda,4 door,2016,165000,55000
9415,Other,Smart,2 door,2016,74500,47000
9416,C-Class,Mercedes-Benz,4 door,2018,52000,150000
9417,Fortuner,Toyota,5+ doors,2018,130000,86000
9418,Elantra,Hyundai,4 door,2016,170,28500
9419,Avalon,Toyota,4 door,2007,200000,18000
9420,Bentayga,Bentley,5+ doors,2017,29000,569000
9421,Continental Flying Spur,Bentley,4 door,2014,18000,367000
9422,Patrol,Nissan,5+ doors,2021,33000,229000
9423,Explorer,Ford,5+ doors,2014,162000,42000
9424,A5,Audi,4 door,2010,164600,27500
9425,Bentayga,Bentley,5+ doors,2017,29000,569000
9426,Continental Flying Spur,Bentley,4 door,2014,18000,367000
9427,Patrol,Nissan,5+ doors,2021,33000,229000
9428,Explorer,Ford,5+ doors,2014,162000,42000
9429,A5,Audi,4 door,2010,164600,27500
9430,Pajero,Mitsubishi,5+ doors,2017,107000,69000
9431,MP4-12C,McLaren,2 door,2012,120,200000
9432,QX80,Infiniti,4 door,2019,75000,179000
9433,300ZX,Nissan,2 door,1984,145000,45000
9434,Panamera,Porsche,4 door,2011,95000,69500
9435,Range Rover Evoque,Land Rover,4 door,2014,35000,119000
9436,Quoris,Kia,5+ doors,2016,74823,49000
9437,Pajero,Mitsubishi,5+ doors,2017,42000,63000
9438,E-Class,Mercedes-Benz,4 door,2017,66000,135000
9439,7-Series,BMW,4 door,2012,200000,37500
9440,Range Rover Sport,Land Rover,4 door,2018,81000,243000
9441,Wrangler Unlimited,Jeep,5+ doors,2017,52985,91000
9442,Range Rover Sport,Land Rover,4 door,2010,142059,45000
9443,Q50,Infiniti,4 door,2018,45300,93000
9444,Duster,Renault,5+ doors,2015,197000,18500
9445,Santa Fe,Hyundai,4 door,2017,110000,55000
9446,GLC,Mercedes-Benz,4 door,2018,141000,162500
9447,Elantra,Hyundai,4 door,2021,29000,64000
9448,G-Class,Mercedes-Benz,4 door,2019,44000,699000
9449,Captur,Renault,5+ doors,2017,36000,42300
9450,CLS-Class,Mercedes-Benz,4 door,2012,60000,125000
9451,Altima,Nissan,4 door,2017,182300,25000
9452,S-Class,Mercedes-Benz,2 door,2017,66000,320000
9453,G-Class,Mercedes-Benz,4 door,2019,19000,545000
9454,GLE Coupe,Mercedes-Benz,4 door,2017,32000,245000
9455,Pajero,Mitsubishi,4 door,2002,319000,14000
9456,Sonata,Hyundai,4 door,2018,13000,53000
9457,Altima,Nissan,4 door,2019,47000,57000
9458,Fluence,Renault,5+ doors,2012,178000,15500
9459,CX-9,Mazda,4 door,2008,130000,23000
9460,X Class,Mercedes-Benz,4 door,2019,60000,290000
9461,Corolla,Toyota,4 door,2019,78348,40000
9462,C-Class,Mercedes-Benz,4 door,2021,30000,200000
9463,ES-Series,Lexus,4 door,2011,122000,26500
9464,Camry,Toyota,4 door,2008,170000,16999
9465,3008,Peugeot,5+ doors,2011,160000,20000
9466,Camry,Toyota,4 door,2010,140000,17500
9467,Altima,Nissan,4 door,2013,93000,19500
9468,Tucson,Hyundai,4 door,2009,431006,11999
9469,Maxima,Nissan,4 door,2017,44408,47999
9470,V-Class,Mercedes-Benz,4 door,2019,26100,275000
9471,GS-Series,Lexus,4 door,2015,90000,58000
9472,Captiva,Chevrolet,5+ doors,2021,83211,68000
9473,Tiguan,Volkswagen,4 door,2009,139000,23000
9474,Cayman,Porsche,2 door,2008,145000,49500
9475,S-Class,Volvo,4 door,2018,68000,139000
9476,Cayman,Porsche,2 door,2017,53000,259000
9477,A7,Audi,4 door,2016,60000,92000
9478,Hilux,Toyota,4 door,2014,259000,42500
9479,Defender,Land Rover,3 door,2016,50200,239000
9480,7-Series,BMW,4 door,2014,105000,62000
9481,S-Class,Mercedes-Benz,4 door,2011,250000,48000
9482,GLB,Mercedes-Benz,4 door,2020,40000,147000
9483,QX50,Infiniti,5+ doors,2015,40993,65000
9484,LS-Series,Lexus,4 door,2018,43860,299000
9485,F8 Tributo,Ferrari,4 door,2020,11244,1100000
9486,Cayenne,Porsche,5+ doors,2016,131000,142000
9487,E-Class,Mercedes-Benz,4 door,2018,46500,145000
9488,Range Rover Sport,Land Rover,5+ doors,2014,137000,118000
9489,Prado,Toyota,5+ doors,2012,204800,75000
9490,Armada,Nissan,4 door,2019,45000,125000
9491,Challenger,Dodge,2 door,2012,525000,17000
9492,Altima,Nissan,4 door,2007,157000,11000
9493,Challenger,Dodge,2 door,2020,23875,70000
9494,Yaris,Toyota,4 door,2008,192245,18000
9495,Wrangler Unlimited,Jeep,5+ doors,2018,86000,125000
9496,5-Series,BMW,5+ doors,2018,92000,125000
9497,A4,Audi,4 door,2016,79000,59000
9498,Pajero,Mitsubishi,5+ doors,2020,25000,105000
9499,XC60,Volvo,5+ doors,2022,11000,229000
9500,Wrangler Unlimited,Jeep,5+ doors,2018,86000,125000
9501,5-Series,BMW,5+ doors,2018,92000,125000
9502,A4,Audi,4 door,2016,79000,59000
9503,Pajero,Mitsubishi,5+ doors,2020,25000,105000
9504,XC60,Volvo,5+ doors,2022,11000,229000
9505,Discovery Sport,Land Rover,5+ doors,2015,106000,99000
9506,Grand Santa Fe,Hyundai,5+ doors,2017,73000,79000
9507,4-Series,BMW,4 door,2016,68000,109000
9508,Genesis,Hyundai,4 door,2016,94000,88000
9509,Defender,Land Rover,2 door,2022,18500,430000
9510,Q7,Audi,4 door,2018,142000,147000
9511,A3,Audi,4 door,2017,47000,73000
9512,Lancer,Mitsubishi,4 door,2014,159000,25000
9513,Canter,Mitsubishi,4 door,2016,43314,68000
9514,Canter,Mitsubishi,2 door,2006,430000,46000
9515,F8 Tributo,Ferrari,2 door,2020,14570,999999
9516,Hilux,Toyota,4 door,2019,156816,75000
9517,Passat,Volkswagen,4 door,2018,91834,55000
9518,6,Mazda,4 door,2020,57995,73500
9519,Prado,Toyota,5+ doors,2009,379856,47000
9520,L200,Mitsubishi,4 door,2019,46781,43500
9521,Outlander,Mitsubishi,5+ doors,2017,114514,45000
9522,Teramont,Volkswagen,5+ doors,2018,60977,108000
9523,Canter,Mitsubishi,2 door,2016,156194,78000
9524,Pajero,Mitsubishi,5+ doors,2017,87145,58000
9525,Canter,Mitsubishi,2 door,2008,480524,48000
9526,Canter,Mitsubishi,2 door,2017,110000,79000
9527,Altima,Nissan,4 door,2018,123825,50000
9528,Prado,Toyota,5+ doors,2014,171534,95000
9529,Equinox,Chevrolet,4 door,2019,35924,74500
9530,L200,Mitsubishi,5+ doors,2016,237684,27500
9531,Silverado,Chevrolet,4 door,2017,55025,99500
9532,Wrangler Unlimited,Jeep,4 door,2016,103358,95000
9533,Ranger,Ford,4 door,2015,255781,48500
9534,6,Mazda,4 door,2015,156867,39500
9535,Hiace,Toyota,5+ doors,2018,171222,76500
9536,Wrangler Unlimited,Jeep,4 door,2019,61527,139500
9537,6,Mazda,4 door,2019,63650,69000
9538,Navara,Nissan,4 door,2020,80000,65000
9539,Duster,Renault,4 door,2020,113676,38500
9540,Sentra,Nissan,4 door,2020,88573,47500
9541,Panamera,Porsche,4 door,2013,119000,99000
9542,Santa Fe,Hyundai,4 door,2012,180000,28000
9543,Hilux,Toyota,4 door,2018,200000,69000
9544,Land Cruiser,Toyota,4 door,2012,159000,89000
9545,Maxima,Nissan,4 door,2018,89000,55000
9546,LX-Series,Lexus,4 door,2012,155000,119000
9547,Land Cruiser,Toyota,4 door,2011,162000,95000
9548,Kizashi,Suzuki,4 door,2014,175000,17500
9549,Ghost,Rolls Royce,5+ doors,2010,127000,315000
9550,Land Cruiser,Toyota,5+ doors,2022,0,275000
9551,Land Cruiser,Toyota,5+ doors,2022,0,365000
9552,Patrol,Nissan,5+ doors,2022,0,360000
9553,Patrol,Nissan,4 door,2013,177000,63000
9554,X-Trail,Nissan,4 door,2016,85000,56500
9555,Patrol,Nissan,2 door,2016,104000,94900
9556,GL-Class,Mercedes-Benz,4 door,2014,94000,92000
9557,Corolla,Toyota,4 door,2015,60920,45000
9558,6,Mazda,5+ doors,2018,141000,49000
9559,Focus,Ford,5+ doors,2017,64894,32000
9560,ES-Series,Lexus,4 door,2003,221691,14500
9561,Duster,Renault,5+ doors,2017,127191,27000
9562,Pickup,Ford,4 door,2017,118000,175000
9563,X-Trail,Nissan,4 door,2015,94000,49500
9564,Lancer,Mitsubishi,4 door,2016,100000,27500
9565,A6,Audi,4 door,2015,204651,45000
9566,Pilot,Honda,5+ doors,2011,134000,28000
9567,7-Series,BMW,4 door,2012,180000,35000
9568,LX-Series,Lexus,5+ doors,2015,210845,155000
9569,Sierra,GMC,4 door,2016,160878,75000
9570,Rogue,Nissan,4 door,2021,12800,108000
9571,Charger,Dodge,4 door,2014,161000,34900
9572,GS-Series,Lexus,4 door,2007,288000,26500
9573,Edge,Ford,4 door,2014,149000,45900
9574,Escalade,Cadillac,5+ doors,2012,126000,48500
9575,Mokka,Opel,4 door,2016,94000,39500
9576,Gallardo,Lamborghini,2 door,2010,1300,670000
9577,Urus,Lamborghini,4 door,2022,50,2700000
9578,Huracan,Lamborghini,2 door,2022,1000,1590000
9579,Tiida,Nissan,4 door,2011,169000,19500
9580,7-Series,BMW,4 door,2016,154000,155000
9581,Cooper,MINI,2 door,2016,188000,68000
9582,Range Rover Evoque,Land Rover,4 door,2020,39000,219000
9583,Silverado,Chevrolet,2 door,2018,112000,79000
9584,3008 GT LINE,Peugeot,5+ doors,2022,21594,137000
9585,GLK-Class,Mercedes-Benz,4 door,2009,101000,37000
9586,Grand Cherokee,Jeep,5+ doors,2017,111472,110000
9587,Pajero,Mitsubishi,3 door,2018,56677,80000
9588,Grand Cherokee,Jeep,4 door,2014,135000,63000
9589,A6,Audi,4 door,2017,139000,69000
9590,Patrol,Nissan,4 door,2016,227157,119000
9591,Carnival,Kia,5+ doors,2016,150000,41500
9592,4-Series,BMW,2 door,2016,206000,75000
9593,Regera,Koenigsegg,2 door,2019,0,26000000
9594,Grand Cherokee,Jeep,4 door,2014,111500,28000
9595,Patrol,Nissan,5+ doors,2015,88000,95000
9596,Odyssey,Honda,5+ doors,2016,126395,52000
9597,Q7,Audi,5+ doors,2014,131685,55000
9598,Pathfinder,Nissan,4 door,2016,122123,37500
9599,Tahoe,Chevrolet,4 door,2015,115000,89500
9600,Patrol,Nissan,5+ doors,2015,88000,95000
9601,Odyssey,Honda,5+ doors,2016,126395,52000
9602,Q7,Audi,5+ doors,2014,131685,55000
9603,Pathfinder,Nissan,4 door,2016,122123,37500
9604,Tahoe,Chevrolet,4 door,2015,115000,89500
9605,Yukon,GMC,4 door,2015,115000,99500
9606,CLA,Mercedes-Benz,4 door,2016,100000,89500
9607,Range Rover,Land Rover,4 door,2014,145000,168500
9608,Carens,Kia,5+ doors,2016,82314,42000
9609,7-Series,BMW,4 door,2013,48000,70000
9610,CX-5,Mazda,5+ doors,2019,76117,95000
9611,Kicks,Nissan,4 door,2021,11620,52500
9612,Tahoe,Chevrolet,5+ doors,2017,86000,119000
9613,Accord,Honda,4 door,2019,55000,86000
9614,Altima,Nissan,4 door,2021,5625,63000
9615,Grand Cherokee,Jeep,5+ doors,2013,216176,41000
9616,Camaro,Chevrolet,2 door,2017,64000,51000
9617,V-Class,Mercedes-Benz,5+ doors,2016,90000,185000
9618,ES-Series,Lexus,4 door,2011,125000,26500
9619,QX50,Infiniti,4 door,2017,80643,77000
9620,Durango,Dodge,5+ doors,2014,225000,40000
9621,M-Class,Mercedes-Benz,4 door,2003,235000,11900
9622,Altima,Nissan,4 door,2017,85000,28000
9623,Armada,Nissan,4 door,2021,22000,198000
9624,Camry,Toyota,4 door,2004,70500,14500
9625,LS-Series,Lexus,4 door,2006,160250,34000
9626,Sorento,Kia,4 door,2017,90060,45000
9627,Pathfinder,Nissan,4 door,2012,178250,26000
9628,X5,BMW,4 door,2021,52000,315000
9629,Prado,Toyota,4 door,2009,142000,47000
9630,V-Class,Mercedes-Benz,5+ doors,2018,0,325000
9631,Azera,Hyundai,4 door,2017,39237,43000
9632,Mustang,Ford,2 door,2015,135000,48000
9633,V-Class,Mercedes-Benz,4 door,2022,0,230000
9634,E-Class Coupe,Mercedes-Benz,2 door,2018,28151,159999
9635,C-Class,Mercedes-Benz,4 door,2018,40826,114999
9636,Grand Cherokee,Jeep,4 door,2020,23665,147999
9637,F-Series Pickup,Ford,4 door,2019,19226,121999
9638,A-Class,Mercedes-Benz,4 door,2020,4550,129999
9639,V-Class,Mercedes-Benz,4 door,2020,0,419000
9640,Edge,Ford,5+ doors,2013,186425,30000
9641,Armada,Nissan,5+ doors,2008,230000,20000
9642,Ghibli,Maserati,5+ doors,2022,0,295000
9643,Fiesta,Ford,4 door,2013,190000,14900
9644,Sierra,GMC,4 door,2013,165000,35000
9645,Cayenne,Porsche,5+ doors,2021,18000,515000
9646,Carrera / 911,Porsche,2 door,2022,0,720000
9647,Prado,Toyota,5+ doors,2017,86200,137000
9648,Range Rover,Land Rover,4 door,2016,187000,159000
9649,Carrera / 911,Porsche,2 door,2008,97000,250000
9650,Other,Maybach,4 door,2018,23000,549000
9651,G-Class,Mercedes-Benz,5+ doors,2020,39000,1290000
9652,G-Class,Mercedes-Benz,5+ doors,2022,17000,1650000
9653,G-Class,Mercedes-Benz,5+ doors,2018,38000,439000
9654,G-Class,Mercedes-Benz,2 door,2022,2000,929000
9655,G-Class,Mercedes-Benz,5+ doors,2022,100,1090000
9656,G-Class,Mercedes-Benz,5+ doors,2020,59000,729000
9657,G-Class,Mercedes-Benz,5+ doors,2019,28000,899000
9658,Range Rover,Land Rover,4 door,2022,0,935000
9659,Cullinan,Rolls Royce,4 door,2021,11000,1995000
9660,G-Class,Mercedes-Benz,4 door,2022,0,1045000
9661,FJ Cruiser,Toyota,5+ doors,2010,252000,46000
9662,X1,BMW,4 door,2017,38000,99000
9663,Range Rover,Land Rover,4 door,2013,149000,179000
9664,Wrangler Unlimited,Jeep,4 door,2022,0,219900
9665,Urus,Lamborghini,2 door,2022,100,1450000
9666,Urus,Lamborghini,5+ doors,2022,9000,1390000
9667,Challenger,Dodge,2 door,2019,72023,99000
9668,6-Series,BMW,4 door,2015,133000,129000
9669,Range Rover,Land Rover,5+ doors,2014,84000,154900
9670,TT,Audi,2 door,2012,87462,95000
9671,Q70,Infiniti,5+ doors,2018,39000,103500
9672,Hilux,Toyota,4 door,2014,135000,47000
9673,Giulia,Alfa Romeo,4 door,2018,52000,225000
9674,V-Class,Mercedes-Benz,5+ doors,2022,0,825000
9675,LX-Series,Lexus,4 door,2017,136000,259000
9676,JX-Series,Infiniti,5+ doors,2013,193168,32000
9677,Focus,Ford,4 door,2010,187500,15000
9678,Wrangler,Jeep,3 door,2016,122689,82000
9679,G-Class,Mercedes-Benz,4 door,2019,55000,895000
9680,G-Class,Mercedes-Benz,4 door,2019,129000,618000
9681,Patrol,Nissan,4 door,2021,12500,335000
9682,Continental Flying Spur,Bentley,4 door,2014,75000,235000
9683,Quattroporte,Maserati,4 door,2019,49000,190000
9684,Continental GT,Bentley,4 door,2019,149000,660000
9685,Bentayga,Bentley,4 door,2019,110000,535000
9686,Q5,Audi,4 door,2019,55000,195000
9687,C-Class,Mercedes-Benz,4 door,2019,115000,149000
9688,Ghost,Rolls Royce,4 door,2015,49000,585000
9689,Altima,Nissan,4 door,2017,84000,34500
9690,Avalon,Toyota,4 door,2015,46000,62000
9691,Odyssey,Honda,5+ doors,2013,193000,36000
9692,Explorer,Ford,4 door,2010,134000,22000
9693,X5,BMW,4 door,2012,235000,34000
9694,Rav 4,Toyota,4 door,2014,95000,38500
9695,S-Class,Mercedes-Benz,4 door,2012,108761,91000
9696,Pathfinder,Nissan,4 door,2008,186000,19500
9697,Cruze,Chevrolet,4 door,2016,144000,23500
9698,S-Class,Mercedes-Benz,4 door,2012,73408,74000
9699,Touareg,Volkswagen,4 door,2009,272000,16000
9700,X5,BMW,4 door,2014,135000,82000
9701,E-Class,Mercedes-Benz,4 door,2016,93000,95000
9702,Acadia,GMC,5+ doors,2011,136842,22000
9703,Pajero,Mitsubishi,5+ doors,2013,148273,36000
9704,Acadia,GMC,5+ doors,2020,27500,75000
9705,Compass,Jeep,5+ doors,2011,204000,23000
9706,Kicks,Nissan,4 door,2020,21370,66000
9707,Range Rover Sport,Land Rover,5+ doors,2018,102712,230000
9708,Land Cruiser,Toyota,5+ doors,2022,0,275000
9709,Land Cruiser,Toyota,5+ doors,2022,0,365000
9710,Patrol,Nissan,5+ doors,2022,0,360000
9711,Patrol,Nissan,4 door,2013,177000,63000
9712,X-Trail,Nissan,4 door,2016,85000,56500
9713,Patrol,Nissan,2 door,2016,104000,94900
9714,GL-Class,Mercedes-Benz,4 door,2014,94000,92000
9715,Corolla,Toyota,4 door,2015,60920,45000
9716,6,Mazda,5+ doors,2018,141000,49000
9717,Focus,Ford,5+ doors,2017,64894,32000
9718,ES-Series,Lexus,4 door,2003,221691,14500
9719,Duster,Renault,5+ doors,2017,127191,27000
9720,Pickup,Ford,4 door,2017,118000,175000
9721,X-Trail,Nissan,4 door,2015,94000,49500
9722,Lancer,Mitsubishi,4 door,2016,100000,27500
9723,A6,Audi,4 door,2015,204651,45000
9724,Pilot,Honda,5+ doors,2011,134000,28000
9725,Charger,Dodge,4 door,2014,161000,34900
9726,GS-Series,Lexus,4 door,2007,288000,26500
9727,Edge,Ford,4 door,2014,149000,45900
9728,Escalade,Cadillac,5+ doors,2012,126000,48500
9729,Lancer,Mitsubishi,4 door,2016,110000,32500
9730,Aveo,Chevrolet,4 door,2019,41000,36500
9731,Outlander,Mitsubishi,4 door,2019,159000,49900
9732,Rio,Kia,4 door,2016,179000,32900
9733,Patrol,Nissan,4 door,2011,210000,83500
9734,CX-9,Mazda,4 door,2015,92000,54500
9735,E-Class,Mercedes-Benz,4 door,2017,110770,114500
9736,Ram,Dodge,4 door,2022,2200,410000
9737,Pathfinder,Nissan,5+ doors,2014,110000,40000
9738,Koleos,Renault,4 door,2013,180000,19500
9739,Pajero,Mitsubishi,4 door,2011,104000,39000
9740,Charger,Dodge,4 door,2018,147000,139000
9741,Sonata,Hyundai,4 door,2017,46000,33500
9742,Panamera,Porsche,4 door,2012,107000,76000
9743,X6,BMW,4 door,2018,198000,159000
9744,Elantra,Hyundai,4 door,2018,62178,35500
9745,A200,Mercedes-Benz,4 door,2021,20000,155000
9746,X6,BMW,4 door,2018,163000,159000
9747,Land Cruiser,Toyota,4 door,2022,50,419000
9748,Wrangler Unlimited,Jeep,4 door,2021,21000,169000
9749,F-Series Pickup,Ford,4 door,2014,113000,115000
9750,5-Series,BMW,4 door,2018,53677,190000
9751,F-Pace,Jaguar,5+ doors,2021,11000,349000
9752,Wraith,Rolls Royce,2 door,2016,129000,549000
9753,Cooper,MINI,2 door,2020,25000,99000
9754,MKX,Lincoln,5+ doors,2014,100695,52000
9755,Equinox,Chevrolet,5+ doors,2018,103550,65000
9756,Range Rover Evoque,Land Rover,4 door,2016,29000,85000
9757,Sonata,Hyundai,4 door,2020,22000,62000
9758,Telluride,Kia,5+ doors,2020,17000,125000
9759,Range Rover Sport,Land Rover,4 door,2022,25,389000
9760,Charger,Dodge,4 door,2019,54000,73000
9761,Wrangler,Jeep,3 door,2018,34000,117000
9762,Carnival,Kia,5+ doors,2022,12000,125000
9763,Carrera / 911,Porsche,2 door,2019,742,1449000
9764,G-Class,Mercedes-Benz,4 door,2022,35,1099000
9765,Q8,Audi,4 door,2022,163,679000
9766,Range Rover Sport,Land Rover,4 door,2022,17,649000
9767,CLS-Class,Mercedes-Benz,4 door,2012,220000,49000
9768,Yukon,GMC,5+ doors,2021,26532,265000
9769,ATS,Cadillac,4 door,2017,120000,64000
9770,Macan,Porsche,4 door,2018,94000,174000
9771,Terrain,GMC,4 door,2013,179000,29900
9772,IS-Series,Lexus,4 door,2014,134000,49000
9773,Grand Santa Fe,Hyundai,5+ doors,2016,169000,47500
9774,G-Class,Mercedes-Benz,4 door,2021,7000,889000
9775,5-Series,BMW,4 door,2013,117157,45000
9776,Focus,Ford,5+ doors,2015,208108,24500
9777,QX50,Infiniti,5+ doors,2015,112114,53000
9778,Santa Fe,Hyundai,5+ doors,2014,178938,42000
9779,Edge,Ford,5+ doors,2013,185576,25000
9780,Q50,Infiniti,4 door,2014,210114,36000
9781,Scirocco,Volkswagen,3 door,2013,165237,33500
9782,Lancer,Mitsubishi,4 door,2014,189862,20000
9783,X-Trail,Nissan,5+ doors,2017,200062,50000
9784,Cooper,MINI,3 door,2016,115653,70000
9785,GLE-Class,Mercedes-Benz,5+ doors,2017,42543,169000
9786,Escape,Ford,5+ doors,2017,84853,51000
9787,Grand Cherokee,Jeep,5+ doors,2018,89991,125000
9788,Prado,Toyota,5+ doors,2017,126740,123000
9789,QX50,Infiniti,5+ doors,2019,64420,130000
9790,Patrol,Nissan,5+ doors,2017,119785,130000
9791,FJ Cruiser,Toyota,5+ doors,2013,190791,56000
9792,Wrangler,Jeep,5+ doors,2018,88399,140000
9793,Mohave,Kia,5+ doors,2012,271290,20000
9794,Pajero,Mitsubishi,5+ doors,2017,111231,62500
9795,Patrol,Nissan,5+ doors,2017,110902,140000
9796,QX60,Infiniti,5+ doors,2014,142689,52000
9797,Grand Cherokee,Jeep,5+ doors,2014,173443,55000
